/Users/jae/test/IMG/center_2017_06_23_00_10_06_141.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_141.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_141.jpg,0,0,0,6.098604E-07
/Users/jae/test/IMG/center_2017_06_23_00_10_06_212.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_212.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_212.jpg,0,0,0,4.524022E-06
/Users/jae/test/IMG/center_2017_06_23_00_10_06_283.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_283.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_283.jpg,0,0,0,3.947934E-06
/Users/jae/test/IMG/center_2017_06_23_00_10_06_358.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_358.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_358.jpg,0,0,0,6.5605E-06
/Users/jae/test/IMG/center_2017_06_23_00_10_06_427.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_427.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_427.jpg,0,0,0,1.273749E-05
/Users/jae/test/IMG/center_2017_06_23_00_10_06_494.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_494.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_494.jpg,0,0,0,6.476512E-07
/Users/jae/test/IMG/center_2017_06_23_00_10_06_562.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_562.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_562.jpg,0,0,0,1.586906E-06
/Users/jae/test/IMG/center_2017_06_23_00_10_06_630.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_630.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_630.jpg,0,0,0,9.278289E-06
/Users/jae/test/IMG/center_2017_06_23_00_10_06_698.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_698.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_698.jpg,0,0,0,6.516211E-06
/Users/jae/test/IMG/center_2017_06_23_00_10_06_768.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_768.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_768.jpg,0,0,0,3.537271E-06
/Users/jae/test/IMG/center_2017_06_23_00_10_06_840.jpg,/Users/jae/test/IMG/left_2017_06_23_00_10_06_840.jpg,/Users/jae/test/IMG/right_2017_06_23_00_10_06_840.jpg,0,0,0,1.491082E-05
